CRYPTO,MOST_RECENT_FILE,MOST_RECENT_FILE_LINE_COUNT,MOST_RECENT_TS
BTC,../data/crypto/BTC/2022-01-10 17-22-00~2022-01-11 11-45-00.csv,2618,1641926700
