time,high,low,open,close,conversionType,conversionSymbol
1641266040,46046.33,46039.95,46044.38,46044.0,direct,
1641266100,46044.0,46022.64,46044.0,46029.17,direct,
1641266160,46069.04,46023.98,46029.17,46069.04,direct,
1641266220,46094.02,46069.04,46069.04,46090.66,direct,
1641266280,46122.65,46090.66,46090.66,46122.64,direct,
1641266340,46143.3,46109.23,46122.64,46143.3,direct,
1641266400,46192.99,46143.3,46143.3,46180.11,direct,
1641266460,46185.09,46170.73,46180.11,46181.69,direct,
1641266520,46184.41,46142.92,46181.69,46183.51,direct,
1641266580,46201.58,46176.98,46183.51,46176.98,direct,
1641266640,46206.36,46176.98,46176.98,46183.99,direct,
1641266700,46198.12,46170.85,46183.99,46171.02,direct,
1641266760,46199.93,46161.95,46171.02,46198.96,direct,
1641266820,46203.65,46181.58,46198.96,46194.49,direct,
1641266880,46203.53,46183.52,46194.49,46183.52,direct,
1641266940,46193.98,46176.5,46183.52,46189.56,direct,
1641267000,46201.8,46185.54,46189.56,46193.77,direct,
1641267060,46235.58,46192.18,46193.77,46227.22,direct,
1641267120,46255.93,46227.22,46227.22,46250.55,direct,
1641267180,46273.38,46239.33,46250.55,46239.6,direct,
1641267240,46269.03,46237.61,46239.6,46263.83,direct,
1641267300,46280.32,46254.55,46263.83,46279.9,direct,
1641267360,46310.87,46277.09,46279.9,46291.14,direct,
1641267420,46298.88,46277.46,46291.14,46280.4,direct,
1641267480,46287.67,46265.9,46280.4,46282.13,direct,
1641267540,46284.74,46271.12,46282.13,46272.97,direct,
1641267600,46272.97,46245.79,46272.97,46258.74,direct,
1641267660,46282.18,46254.96,46258.74,46278.17,direct,
1641267720,46312.01,46278.17,46278.17,46308.56,direct,
1641267780,46334.76,46307.22,46308.56,46317.26,direct,
1641267840,46338.86,46317.26,46317.26,46338.86,direct,
1641267900,46351.97,46334.68,46338.86,46339.88,direct,
1641267960,46339.9,46308.04,46339.88,46311.46,direct,
1641268020,46334.63,46311.46,46311.46,46334.63,direct,
1641268080,46345.05,46320.86,46334.63,46343.74,direct,
1641268140,46343.74,46326.77,46343.74,46326.77,direct,
1641268200,46338.02,46326.77,46326.77,46338.01,direct,
1641268260,46342.44,46330.38,46338.01,46339.82,direct,
1641268320,46371.08,46339.56,46339.82,46367.88,direct,
1641268380,46371.65,46356.41,46367.88,46363.59,direct,
1641268440,46365.16,46358.73,46363.59,46361.95,direct,
1641268500,46362.08,46340.14,46361.95,46348.94,direct,
1641268560,46351.36,46324.69,46348.94,46346.82,direct,
1641268620,46356.21,46327.62,46346.82,46331.96,direct,
1641268680,46337.22,46320.51,46331.96,46324.62,direct,
1641268740,46340.09,46324.62,46324.62,46329.95,direct,
1641268800,46329.95,46300.91,46329.95,46312.54,direct,
1641268860,46371.4,46305.0,46312.54,46371.4,direct,
1641268920,46391.95,46365.5,46371.4,46383.15,direct,
1641268980,46383.37,46357.78,46383.15,46357.78,direct,
1641269040,46361.05,46319.42,46357.78,46319.42,direct,
1641269100,46319.42,46234.29,46319.42,46251.12,direct,
1641269160,46265.64,46223.46,46251.12,46233.17,direct,
1641269220,46238.44,46194.21,46233.17,46199.83,direct,
1641269280,46240.27,46198.32,46199.83,46235.03,direct,
1641269340,46242.68,46220.73,46235.03,46240.41,direct,
1641269400,46242.95,46225.72,46240.41,46232.9,direct,
1641269460,46243.76,46232.88,46232.9,46239.19,direct,
1641269520,46240.34,46234.12,46239.19,46237.15,direct,
1641269580,46246.55,46235.54,46237.15,46246.54,direct,
1641269640,46266.75,46244.98,46246.54,46253.82,direct,
1641269700,46253.84,46238.73,46253.82,46243.09,direct,
1641269760,46250.14,46239.93,46243.09,46249.87,direct,
1641269820,46259.12,46241.81,46254.05,46243.41,invert_divide,ETH
1641269880,46270.28,46241.26,46241.83,46267.32,direct,
1641269940,46287.26,46267.32,46267.32,46285.63,direct,
1641270000,46297.17,46282.84,46285.63,46288.11,direct,
1641270060,46323.23,46287.33,46288.11,46323.23,direct,
1641270120,46327.8,46309.56,46323.23,46309.56,direct,
1641270180,46314.65,46300.81,46309.56,46307.3,direct,
1641270240,46313.47,46302.19,46307.3,46306.05,direct,
1641270300,46307.38,46273.43,46306.05,46274.88,direct,
1641270360,46294.66,46272.5,46274.88,46291.21,direct,
1641270420,46300.15,46291.12,46291.21,46299.49,direct,
1641270480,46308.56,46297.95,46299.49,46308.5,direct,
1641270540,46329.2,46308.19,46308.5,46329.2,direct,
1641270600,46350.3,46319.48,46329.2,46348.74,direct,
1641270660,46364.17,46345.92,46348.74,46362.99,direct,
1641270720,46388.63,46360.37,46362.99,46385.02,direct,
1641270780,46408.43,46369.35,46385.02,46402.2,direct,
1641270840,46408.08,46379.6,46402.2,46388.46,direct,
1641270900,46395.33,46376.46,46388.46,46381.24,direct,
1641270960,46381.24,46365.76,46381.24,46368.81,direct,
1641271020,46371.4,46357.35,46368.81,46357.35,direct,
1641271080,46358.32,46323.97,46357.35,46330.68,direct,
1641271140,46330.69,46127.3,46330.68,46127.42,direct,
1641271200,46133.35,46068.78,46127.42,46074.67,direct,
1641271260,46106.64,46041.09,46074.67,46099.44,direct,
1641271320,46112.55,46086.32,46099.44,46112.55,direct,
1641271380,46150.86,46099.24,46112.55,46145.39,direct,
1641271440,46185.12,46145.39,46145.39,46159.95,direct,
1641271500,46201.27,46152.06,46159.95,46201.27,direct,
1641271560,46209.49,46191.29,46201.27,46203.15,direct,
1641271620,46205.9,46192.36,46203.15,46194.78,direct,
1641271680,46194.87,46094.14,46194.78,46094.26,direct,
1641271740,46129.27,46094.26,46094.26,46107.77,direct,
1641271800,46112.15,46068.28,46107.77,46076.13,direct,
1641271860,46098.36,46072.88,46076.13,46092.56,direct,
1641271920,46106.3,46081.24,46092.56,46104.55,direct,
1641271980,46107.13,46077.18,46104.55,46082.32,direct,
1641272040,46102.38,46081.14,46082.32,46099.03,direct,
1641272100,46115.0,46097.45,46099.03,46106.34,direct,
1641272160,46114.85,46101.33,46106.34,46110.52,direct,
1641272220,46110.67,46102.06,46110.52,46107.67,direct,
1641272280,46109.53,46103.76,46107.67,46103.79,direct,
1641272340,46109.73,46094.94,46103.79,46102.66,direct,
1641272400,46102.66,46069.81,46102.66,46072.12,direct,
1641272460,46077.28,46061.12,46072.12,46066.93,direct,
1641272520,46066.93,46052.83,46066.93,46059.22,direct,
1641272580,46060.33,46051.64,46059.22,46060.26,direct,
1641272640,46087.71,46059.81,46060.26,46087.09,direct,
1641272700,46106.6,46086.37,46087.09,46099.9,direct,
1641272760,46125.33,46099.9,46099.9,46123.61,direct,
1641272820,46140.42,46117.94,46123.61,46129.01,direct,
1641272880,46134.5,46125.19,46129.01,46129.43,direct,
1641272940,46142.22,46126.62,46129.43,46141.67,direct,
1641273000,46148.01,46136.91,46141.67,46141.66,direct,
1641273060,46142.01,46138.77,46141.66,46141.77,direct,
1641273120,46151.89,46141.74,46141.77,46148.07,direct,
1641273180,46163.55,46145.8,46148.07,46154.64,direct,
1641273240,46164.43,46146.23,46154.64,46146.24,direct,
1641273300,46155.42,46141.45,46146.24,46144.36,direct,
1641273360,46150.91,46143.5,46144.36,46149.13,direct,
1641273420,46157.2,46144.31,46149.13,46151.72,direct,
1641273480,46160.53,46148.79,46151.72,46148.79,direct,
1641273540,46162.27,46148.27,46148.79,46160.66,direct,
1641273600,46197.94,46160.4,46160.66,46197.94,direct,
1641273660,46238.77,46197.94,46197.94,46204.04,direct,
1641273720,46220.55,46204.04,46204.04,46216.38,direct,
1641273780,46221.82,46216.38,46216.38,46217.46,direct,
1641273840,46222.55,46211.79,46217.46,46221.27,direct,
1641273900,46230.89,46215.84,46221.27,46228.9,direct,
1641273960,46278.2,46228.9,46228.9,46278.2,direct,
1641274020,46290.35,46274.56,46278.2,46289.61,direct,
1641274080,46292.87,46284.99,46289.61,46291.92,direct,
1641274140,46296.25,46281.5,46291.92,46284.08,direct,
1641274200,46285.36,46265.95,46284.08,46268.18,direct,
1641274260,46268.36,46252.48,46268.18,46252.48,direct,
1641274320,46254.58,46249.58,46252.48,46253.15,direct,
1641274380,46253.2,46191.01,46253.15,46197.15,direct,
1641274440,46215.36,46195.59,46197.15,46207.72,direct,
1641274500,46223.05,46133.46,46207.72,46147.58,direct,
1641274560,46159.49,46142.05,46147.58,46147.72,direct,
1641274620,46149.9,46141.07,46147.72,46149.48,direct,
1641274680,46150.44,46143.08,46149.48,46143.33,direct,
1641274740,46143.33,46075.74,46143.33,46081.89,direct,
1641274800,46104.54,46076.02,46081.89,46101.12,direct,
1641274860,46117.92,46087.88,46101.12,46092.06,direct,
1641274920,46112.8,46092.02,46092.06,46111.84,direct,
1641274980,46112.63,46105.3,46111.84,46109.72,direct,
1641275040,46109.82,46095.25,46109.72,46095.68,direct,
1641275100,46106.95,46084.8,46095.68,46106.95,direct,
1641275160,46115.43,46095.93,46106.95,46101.59,direct,
1641275220,46102.4,46087.41,46101.59,46091.8,direct,
1641275280,46094.12,46086.18,46091.8,46087.55,direct,
1641275340,46095.03,46076.0,46087.55,46076.0,direct,
1641275400,46076.07,46039.28,46076.0,46071.18,direct,
1641275460,46105.63,46068.92,46071.18,46105.62,direct,
1641275520,46113.18,46084.16,46105.62,46087.82,direct,
1641275580,46096.02,46083.05,46087.82,46092.21,direct,
1641275640,46106.76,46084.96,46092.21,46103.93,direct,
1641275700,46137.14,46103.93,46103.93,46122.97,direct,
1641275760,46142.39,46121.63,46122.97,46140.48,direct,
1641275820,46144.84,46135.72,46140.48,46143.05,direct,
1641275880,46160.55,46133.42,46143.05,46159.2,direct,
1641275940,46160.57,46148.95,46159.2,46156.42,direct,
1641276000,46198.23,46105.72,46156.42,46110.21,direct,
1641276060,46111.73,46081.92,46110.21,46090.93,direct,
1641276120,46215.98,46090.93,46090.93,46208.79,direct,
1641276180,46224.36,46182.45,46206.24,46191.57,invert_divide,ETH
1641276240,46192.45,46169.15,46192.45,46172.39,direct,
1641276300,46200.02,46172.39,46172.39,46190.18,direct,
1641276360,46201.59,46176.61,46190.18,46176.61,direct,
1641276420,46215.33,46153.84,46176.61,46215.21,direct,
1641276480,46237.25,46204.66,46215.21,46225.43,direct,
1641276540,46225.43,46202.29,46225.43,46203.82,direct,
1641276600,46252.34,46203.34,46203.82,46248.8,direct,
1641276660,46252.52,46239.48,46248.8,46243.29,direct,
1641276720,46243.29,46217.71,46243.29,46221.42,direct,
1641276780,46236.12,46215.8,46221.42,46226.29,direct,
1641276840,46227.03,46192.85,46226.29,46207.74,direct,
1641276900,46231.9,46201.42,46207.74,46221.71,direct,
1641276960,46221.76,46189.27,46221.71,46195.2,direct,
1641277020,46197.42,46137.71,46195.2,46137.84,direct,
1641277080,46152.08,46117.78,46137.84,46151.96,direct,
1641277140,46151.96,46136.75,46151.96,46146.48,direct,
1641277200,46154.66,46141.79,46146.48,46146.41,direct,
1641277260,46172.11,46146.27,46146.41,46172.1,direct,
1641277320,46174.51,46168.72,46172.1,46172.36,direct,
1641277380,46200.47,46172.36,46172.36,46187.15,direct,
1641277440,46203.98,46181.09,46187.15,46202.2,direct,
1641277500,46221.42,46201.09,46202.2,46220.25,direct,
1641277560,46238.36,46217.42,46220.25,46217.61,direct,
1641277620,46229.34,46216.56,46217.61,46216.73,direct,
1641277680,46231.86,46215.73,46216.73,46230.12,direct,
1641277740,46290.68,46230.12,46230.12,46284.32,direct,
1641277800,46296.82,46272.97,46284.32,46285.39,direct,
1641277860,46307.15,46285.39,46285.39,46301.27,direct,
1641277920,46325.93,46301.27,46301.27,46325.87,direct,
1641277980,46326.4,46295.7,46325.87,46307.75,direct,
1641278040,46320.68,46307.75,46307.75,46311.67,direct,
1641278100,46332.88,46309.23,46311.67,46331.24,direct,
1641278160,46344.93,46306.44,46331.24,46311.71,direct,
1641278220,46314.2,46278.54,46311.71,46309.87,direct,
1641278280,46326.26,46298.69,46309.87,46321.44,direct,
1641278340,46342.54,46320.06,46321.44,46340.74,direct,
1641278400,46342.09,46319.93,46340.74,46320.13,direct,
1641278460,46336.73,46320.13,46320.13,46334.05,direct,
1641278520,46334.37,46305.97,46334.05,46307.16,direct,
1641278580,46338.56,46304.57,46307.16,46323.68,direct,
1641278640,46330.97,46318.93,46323.68,46320.75,direct,
1641278700,46329.62,46307.67,46320.75,46316.8,direct,
1641278760,46317.45,46313.39,46316.8,46314.73,direct,
1641278820,46318.74,46301.16,46314.73,46304.93,direct,
1641278880,46313.34,46301.04,46304.93,46301.04,direct,
1641278940,46313.9,46297.98,46301.04,46313.69,direct,
1641279000,46321.45,46313.68,46313.69,46317.55,direct,
1641279060,46320.14,46315.06,46317.55,46315.94,direct,
1641279120,46316.87,46298.63,46315.94,46308.37,direct,
1641279180,46343.06,46307.29,46308.37,46343.06,direct,
1641279240,46354.74,46343.06,46343.06,46351.11,direct,
1641279300,46355.36,46344.36,46351.11,46353.51,direct,
1641279360,46383.97,46353.45,46353.51,46383.97,direct,
1641279420,46397.84,46383.56,46383.97,46383.56,direct,
1641279480,46394.24,46381.77,46383.56,46382.23,direct,
1641279540,46391.75,46377.55,46382.23,46384.65,direct,
1641279600,46393.21,46352.17,46384.65,46393.21,direct,
1641279660,46458.57,46393.21,46393.21,46451.93,direct,
1641279720,46480.07,46442.39,46451.93,46472.72,direct,
1641279780,46474.15,46419.98,46472.72,46423.63,direct,
1641279840,46435.79,46407.24,46423.63,46415.16,direct,
1641279900,46423.42,46409.48,46415.16,46412.71,direct,
1641279960,46415.59,46400.66,46412.71,46400.92,direct,
1641280020,46412.97,46389.78,46400.92,46394.49,direct,
1641280080,46407.75,46377.17,46394.49,46377.17,direct,
1641280140,46392.82,46374.52,46377.17,46388.33,direct,
1641280200,46391.71,46384.47,46388.33,46389.81,direct,
1641280260,46391.18,46386.17,46389.81,46389.41,direct,
1641280320,46389.65,46373.33,46389.41,46383.3,direct,
1641280380,46383.3,46349.4,46383.3,46350.77,direct,
1641280440,46367.89,46347.16,46350.77,46361.84,direct,
1641280500,46362.78,46339.47,46361.84,46341.19,direct,
1641280560,46377.27,46341.19,46341.19,46377.27,direct,
1641280620,46393.57,46374.08,46377.27,46374.08,direct,
1641280680,46400.96,46373.7,46374.08,46400.62,direct,
1641280740,46421.01,46400.62,46400.62,46406.92,direct,
1641280800,46416.09,46404.42,46406.92,46405.09,direct,
1641280860,46416.88,46401.93,46405.09,46401.93,direct,
1641280920,46422.6,46347.93,46401.93,46356.18,direct,
1641280980,46361.9,46349.24,46356.18,46361.77,direct,
1641281040,46374.26,46358.86,46361.77,46370.73,direct,
1641281100,46409.7,46370.73,46370.73,46409.13,direct,
1641281160,46474.88,46409.13,46409.13,46473.45,direct,
1641281220,46518.94,46469.95,46473.45,46510.46,direct,
1641281280,46510.95,46472.33,46510.46,46492.21,direct,
1641281340,46505.52,46486.91,46492.21,46489.07,direct,
1641281400,46554.31,46487.42,46489.07,46544.05,direct,
1641281460,46544.05,46511.79,46544.05,46533.13,direct,
1641281520,46548.44,46504.09,46533.13,46507.32,direct,
1641281580,46519.79,46506.64,46507.32,46507.26,direct,
1641281640,46507.26,46464.64,46507.26,46489.74,direct,
1641281700,46489.74,46463.73,46489.74,46466.07,direct,
1641281760,46481.98,46465.09,46466.07,46480.16,direct,
1641281820,46518.13,46480.16,46480.16,46515.31,direct,
1641281880,46533.85,46505.3,46515.31,46522.47,direct,
1641281940,46525.42,46516.3,46522.47,46517.64,direct,
1641282000,46522.5,46494.4,46517.64,46519.54,direct,
1641282060,46521.95,46501.65,46519.54,46503.78,direct,
1641282120,46528.31,46503.78,46503.78,46519.22,direct,
1641282180,46531.41,46509.01,46519.22,46522.57,direct,
1641282240,46534.98,46521.81,46522.57,46534.05,direct,
1641282300,46544.01,46498.83,46534.05,46501.31,direct,
1641282360,46502.93,46491.82,46501.31,46491.83,direct,
1641282420,46501.3,46479.61,46491.83,46481.83,direct,
1641282480,46495.2,46481.82,46481.83,46492.71,direct,
1641282540,46514.82,46492.7,46492.71,46510.69,direct,
1641282600,46512.04,46496.62,46510.69,46498.24,direct,
1641282660,46525.57,46498.24,46498.24,46522.88,direct,
1641282720,46574.26,46522.88,46522.88,46572.22,direct,
1641282780,46577.48,46549.0,46572.22,46556.44,direct,
1641282840,46556.97,46519.34,46556.44,46525.17,direct,
1641282900,46528.17,46507.81,46525.17,46510.07,direct,
1641282960,46519.73,46483.5,46510.07,46489.68,direct,
1641283020,46519.98,46487.85,46489.68,46503.58,direct,
1641283080,46524.0,46503.58,46503.58,46524.0,direct,
1641283140,46554.02,46524.0,46524.0,46554.02,direct,
1641283200,46578.97,46546.53,46554.02,46550.89,direct,
1641283260,46555.59,46500.47,46550.89,46501.18,direct,
1641283320,46533.23,46480.35,46501.18,46527.77,direct,
1641283380,46534.59,46500.84,46527.77,46520.04,direct,
1641283440,46546.06,46515.27,46520.04,46546.06,direct,
1641283500,46666.71,46543.13,46546.06,46625.66,direct,
1641283560,46649.82,46622.44,46625.66,46649.6,direct,
1641283620,46675.4,46630.19,46649.6,46651.26,direct,
1641283680,46655.78,46629.06,46651.26,46644.18,direct,
1641283740,46655.67,46627.92,46644.18,46644.22,direct,
1641283800,46653.06,46614.26,46644.22,46617.42,direct,
1641283860,46625.89,46616.47,46617.42,46616.56,direct,
1641283920,46658.89,46613.3,46616.56,46636.28,direct,
1641283980,46654.28,46628.82,46636.28,46650.4,direct,
1641284040,46653.94,46627.0,46650.4,46627.01,direct,
1641284100,46647.55,46619.47,46627.01,46628.43,direct,
1641284160,46658.33,46628.31,46628.43,46647.17,direct,
1641284220,46651.9,46597.63,46647.17,46606.84,direct,
1641284280,46617.78,46596.19,46606.84,46598.67,direct,
1641284340,46602.19,46573.66,46598.67,46575.16,direct,
1641284400,46579.42,46562.41,46575.16,46565.8,direct,
1641284460,46578.56,46561.82,46565.8,46574.43,direct,
1641284520,46574.43,46543.5,46574.43,46547.48,direct,
1641284580,46556.81,46532.1,46547.48,46555.38,direct,
1641284640,46564.9,46554.88,46555.38,46563.22,direct,
1641284700,46563.22,46534.28,46563.22,46542.0,direct,
1641284760,46574.13,46538.19,46542.0,46568.34,direct,
1641284820,46582.8,46559.59,46568.34,46563.54,direct,
1641284880,46574.4,46554.51,46563.54,46554.75,direct,
1641284940,46557.67,46546.17,46554.75,46547.52,direct,
1641285000,46565.53,46547.52,46547.52,46550.91,direct,
1641285060,46559.86,46547.8,46550.91,46555.88,direct,
1641285120,46595.67,46555.87,46555.88,46589.94,direct,
1641285180,46593.06,46547.45,46589.94,46547.45,direct,
1641285240,46551.79,46540.53,46547.45,46543.92,direct,
1641285300,46543.92,46535.51,46543.92,46538.24,direct,
1641285360,46548.88,46536.69,46538.24,46543.98,direct,
1641285420,46577.32,46543.88,46543.98,46568.18,direct,
1641285480,46599.1,46568.18,46568.18,46596.04,direct,
1641285540,46607.67,46580.79,46596.04,46584.58,direct,
1641285600,46610.09,46584.58,46584.58,46595.67,direct,
1641285660,46598.92,46567.98,46595.67,46568.57,direct,
1641285720,46572.39,46555.29,46568.57,46561.13,direct,
1641285780,46571.19,46551.82,46561.13,46553.18,direct,
1641285840,46553.44,46511.6,46553.18,46511.6,direct,
1641285900,46515.54,46453.26,46511.6,46459.43,direct,
1641285960,46463.56,46431.44,46459.43,46431.44,direct,
1641286020,46453.07,46420.25,46431.44,46445.11,direct,
1641286080,46454.19,46428.17,46445.11,46440.74,direct,
1641286140,46451.98,46439.6,46440.74,46442.67,direct,
1641286200,46449.56,46442.11,46442.67,46443.81,direct,
1641286260,46449.13,46435.97,46443.81,46447.97,direct,
1641286320,46455.39,46446.71,46447.97,46454.95,direct,
1641286380,46475.74,46451.56,46454.95,46475.74,direct,
1641286440,46490.07,46473.53,46475.74,46489.99,direct,
1641286500,46505.79,46489.99,46489.99,46493.2,direct,
1641286560,46503.85,46470.3,46493.2,46470.3,direct,
1641286620,46493.36,46469.65,46470.3,46492.09,direct,
1641286680,46503.56,46486.46,46492.09,46498.98,direct,
1641286740,46508.49,46498.98,46498.98,46504.55,direct,
1641286800,46506.73,46493.77,46504.55,46494.3,direct,
1641286860,46502.57,46491.92,46494.3,46496.99,direct,
1641286920,46506.52,46484.13,46496.99,46506.52,direct,
1641286980,46516.24,46506.52,46506.52,46515.91,direct,
1641287040,46545.83,46515.55,46515.91,46542.27,direct,
1641287100,46559.98,46542.27,46542.27,46558.33,direct,
1641287160,46563.13,46553.71,46558.33,46563.0,direct,
1641287220,46570.07,46560.42,46563.0,46566.15,direct,
1641287280,46585.42,46566.15,46566.15,46581.49,direct,
1641287340,46583.04,46562.54,46581.49,46583.04,direct,
1641287400,46595.32,46582.93,46583.04,46594.53,direct,
1641287460,46603.54,46586.19,46594.53,46601.7,direct,
1641287520,46601.7,46566.6,46601.7,46571.94,direct,
1641287580,46572.92,46554.65,46571.94,46568.22,direct,
1641287640,46572.42,46527.34,46568.22,46530.66,direct,
1641287700,46538.44,46522.09,46530.66,46534.64,direct,
1641287760,46538.97,46532.02,46534.64,46538.97,direct,
1641287820,46562.88,46538.97,46538.97,46554.5,direct,
1641287880,46567.56,46554.5,46554.5,46564.26,direct,
1641287940,46566.32,46547.89,46564.26,46556.92,direct,
1641288000,46565.4,46553.16,46556.92,46555.07,direct,
1641288060,46572.62,46524.49,46555.07,46531.49,direct,
1641288120,46532.9,46497.42,46531.49,46498.08,direct,
1641288180,46500.77,46487.73,46498.08,46487.73,direct,
1641288240,46489.73,46468.55,46487.73,46471.96,direct,
1641288300,46486.35,46470.83,46471.96,46486.35,direct,
1641288360,46489.9,46458.37,46486.35,46458.37,direct,
1641288420,46469.21,46458.37,46458.37,46464.94,direct,
1641288480,46464.94,46441.47,46464.94,46441.47,direct,
1641288540,46462.56,46432.84,46441.47,46462.25,direct,
1641288600,46465.82,46444.85,46462.25,46444.85,direct,
1641288660,46456.99,46440.44,46444.85,46453.56,direct,
1641288720,46456.6,46448.99,46453.56,46452.45,direct,
1641288780,46457.67,46381.21,46452.45,46381.21,direct,
1641288840,46386.07,46325.5,46381.21,46352.32,direct,
1641288900,46388.38,46352.19,46352.32,46388.37,direct,
1641288960,46411.2,46388.37,46388.37,46402.34,direct,
1641289020,46417.91,46401.88,46402.34,46412.43,direct,
1641289080,46417.46,46403.97,46412.43,46404.3,direct,
1641289140,46406.87,46402.4,46404.3,46402.61,direct,
1641289200,46402.61,46384.4,46402.61,46386.33,direct,
1641289260,46387.87,46383.24,46386.33,46383.83,direct,
1641289320,46390.09,46380.19,46383.83,46389.1,direct,
1641289380,46395.33,46377.6,46389.1,46377.6,direct,
1641289440,46383.82,46377.6,46377.6,46381.54,direct,
1641289500,46410.08,46377.91,46381.54,46410.08,direct,
