score
2279786458.9039993
32059080995.3003
7332774432.0628
314471748.5196
-525764788.11289996
-21404621.423799776
9852540462.5943
26145462766.149902
3791636975.6403008
19802791108.889603
-1884839233.9028
1654604364.6578
1692079819.2853
385999700.73910004
3370270000.4960003
2315900267.5705
-563875876.3966
-1045247066.2057999
10270204715.550402
418343954.63879997
2438715887.7432003
913673926.8053
-2101508977.9285
3437754534.9884005
1318176500.4850001
1554300774.4682
259035472.9861
-339746999.1294
546798433.5583
8136292378.0669985
13103454426.746698
-3061910016.7362
1356842048.8526998
1220459001.6213996
1500507519.0131001
1316525702.7016
-1113566880.0139997
486342913.964
788543345.6837001
729402181.2105001
-1265286844.5091
16205438.88210001
9465034920.4649
5307950948.7859
4460479091.8352995
-7747081714.997799
3013620811.9133005
7190809934.573999
-1211742346.5723999
1396476258.5686
442752531.88629997
737202876.3619001
8057311760.682201
348444699.1652
3272040908.5188
16175079575.509102
48111457.23760007
5182056704.0571
2535723522.8463
7158289401.171
43472344549.4956
103492203.9912
1023817048.1007
1490898388.6165998
-120569400.84780002
-73652739.02280001
12851645987.0434
4777618125.185101
1622059127.7610998
11282686648.0343
3601891256.9596004
481324544.1307
224671239.20600003
446242702.7525
193747674.7693
725595011.5792
218631607.04000002
-1796502460.6321
12632397515.560701
-4162456977.3402004
22090849811.394104
8079167118.1988
4358409438.5144
-6639366257.351799
2447893052.5418
2223476653.5231004
623312175.8074001
1566914076.4051
475736746.58930004
2145507648.0272
23644740289.4209
1651631910.8635993
2218727500.9741
830649452.6681
