BTC_USD
0.62296563
0.5497547
0.44430697
0.41915447
0.47990987
0.5200973
0.49800324
0.51388943
0.652705
0.6962292
0.5446407
0.55157024
0.615678
0.72736746
0.8244643
0.73051435
0.5429227
0.4635275
0.54070145
0.6630025
0.73352236
0.7939018
0.8234048
0.71433395
0.6145331
0.698798
0.81633085
0.80060303
0.74407035
0.71797746
0.62804514
0.59007525
0.74989027
0.8904119
0.88563097
0.82611054
0.7679872
0.7228125
0.6354285
0.66303504
0.830288
0.8426203
0.8281684
0.7889758
0.6912743
0.6211904
0.6736693
0.762317
0.8482469
0.7780046
0.7488852
0.6937107
0.62820417
0.6813274
0.74461603
0.76878333
0.73679674
0.69297117
0.9027644
0.87539977
0.7483453
0.7651624
0.7244442
0.67902184
0.63203496
0.55231816
0.49648118
0.5793672
0.6415263
0.647778
0.6455197
0.5972219
0.5165649
0.44088492
0.4707022
0.532507
0.5555708
0.5598429
0.56462765
0.51877975
0.46926767
0.5230623
0.59588486
0.6132877
0.5998716
0.5489262
0.46202976
0.47264102
0.55416197
0.6180301
0.634688
0.6710473
0.776342
0.667291
0.5560123
0.56103176
0.57853854
0.59397405
0.5953846
0.5948189
