Date,^GSPC,^VIX,Volume,BTC-USD
2021-12-21,4649.22998046875,21.01000022888184,27055803928.0,48936.61328125
2021-12-22,4696.56005859375,18.6299991607666,24447979559.0,48628.51171875
2021-12-23,4725.7900390625,17.959999084472656,28223878108.0,50784.5390625
2021-12-24,4725.7900390625,17.959999084472656,24367912228.0,50822.1953125
2021-12-25,4725.7900390625,17.959999084472656,19030650914.0,50429.859375
2021-12-26,4725.7900390625,17.959999084472656,20964372926.0,50809.515625
2021-12-27,4791.18994140625,17.68000030517578,24324345758.0,50640.41796875
2021-12-28,4786.35009765625,17.540000915527347,33430376883.0,47588.85546875
2021-12-29,4793.06005859375,16.950000762939453,30049226299.0,46444.7109375
2021-12-30,4778.72998046875,17.329999923706055,26686491018.0,47178.125
2021-12-31,4766.18017578125,17.219999313354492,36974172400.0,46306.4453125
2022-01-01,4766.18017578125,17.219999313354492,24582667004.0,47686.8125
2022-01-02,4766.18017578125,17.219999313354492,27951569547.0,47345.21875
2022-01-03,4796.56005859375,16.600000381469727,33071628362.0,46458.1171875
2022-01-04,4788.2998046875,17.579999923706055,35213840384.0,46723.3828125
2022-01-05,4700.580078125,20.01000022888184,26785941504.0,46192.41796875
2022-01-06,4696.0498046875,19.61000061035156,30208048289.0,43160.9296875
2022-01-07,4677.02978515625,18.76000022888184,84196607520.0,41557.90234375
2022-01-08,4677.02978515625,18.76000022888184,28066355845.0,41733.94140625
2022-01-09,4677.02978515625,18.76000022888184,21294384372.0,41911.6015625
2022-01-10,4670.2900390625,19.399999618530277,32104232331.0,41821.26171875
2022-01-11,4713.06982421875,18.40999984741211,26327648900.0,42735.85546875
2022-01-12,4726.35009765625,17.6200008392334,33499938689.0,43949.1015625
2022-01-13,4659.02978515625,20.309999465942383,33499938689.0,43949.1015625
2022-01-14,4659.02978515625,20.309999465942383,47477776384.0,42537.81640625
2022-01-14,4662.85009765625,19.190000534057617,,
2022-01-15,4662.85009765625,19.190000534057617,18371348298.0,43177.3984375
2022-01-16,4662.85009765625,19.190000534057617,17974794240.0,43007.96875
