BTC_USD
0.4709183
0.47714174
0.5156046
0.5080439
0.61236227
0.5568534
0.60914457
0.60608494
0.7703527
0.7433709
0.76880205
0.7869674
0.87293446
0.93948257
0.79404557
0.7356845
0.7626504
0.7448572
0.8259443
0.72305524
0.65071833
0.73298824
0.7947296
0.7816905
0.7597798
0.7476858
0.83311784
0.8232614
0.7649039
0.7523483
0.7677971
0.83698523
1.0000001
0.97712314
0.90112627
0.8993858
0.868857
0.88091385
0.91925895
0.84586227
0.7152678
0.72321737
0.59149826
0.63676894
0.6974257
0.660257
0.5663973
0.61560285
0.5660566
0.6042839
0.46183622
0.5097164
0.60327566
0.62473404
0.59393156
0.60255945
0.57364595
0.46293128
0.29385304
0.30031788
0.34698558
0.35150182
0.3439932
0.23508155
0.21859431
0.3000741
0.32836545
0.19914615
0.19434595
0.2821654
0.23482418
0.17856336
0.2034254
0.1979748
0.20463645
0.28369915
0.2718532
0.35474885
0.35619664
0.34111202
0.3557092
0.34920764
0.23188019
0.1878897
0.21608818
0.18257356
0.23564637
0.22251272
0.18840516
0.1986041
0.1781894
0.061633706
0.0
0.006768465
0.013599157
0.010125756
0.04529035
0.09193766
0.09193766
0.037676096
